Crop,Temperature,Humidity,Rainfall,Label_N,Label_P,Label_K
rice,21.14347496,80.33502926,198.6730942,99,54,37
rice,25.78720567,82.11124033,243.5120414,86,59,35
rice,23.64124821,80.28597873,263.1103304,69,46,41
rice,23.43191632,80.56887849,269.5039162,91,56,37
rice,24.97669518,83.891805,204.8001847,61,52,41
rice,22.72791041,82.1706881,260.8875056,67,45,38
rice,24.87300744,82.84022551,295.6094492,79,42,37
rice,21.32376327,83.00320459,192.3197536,78,43,42
rice,26.29465461,84.56919326,257.4914906,75,54,36
rice,22.2286982,81.85872947,278.0791793,97,36,45
rice,26.73072391,81.78596776,280.4044392,67,47,44
rice,24.88921174,81.97927117,185.9461429,73,35,38
rice,26.88444878,81.46033732,194.5766559,77,36,37
rice,22.67846116,83.72874389,200.9133156,81,41,38
rice,26.08867875,80.37979919,182.9043504,68,57,43
rice,25.42977518,82.94682591,195.3574542,72,45,35
rice,26.40323239,81.05635517,223.3671883,61,53,43
rice,26.04371967,84.96907151,186.7536773,67,43,39
rice,25.2827223,80.54372813,220.1156708,67,58,39
rice,22.08576562,83.47038318,231.7364957,66,60,38
rice,23.28617173,81.43321641,242.3170629,82,43,38
rice,25.48591986,81.40633547,182.6549356,84,50,44
rice,23.67575393,81.03569343,233.7034975,81,53,42
rice,20.82477109,84.1341879,230.2242223,91,50,40
rice,26.92995077,81.91411159,290.6793783,93,53,38
rice,23.83509503,83.88387074,241.2013513,90,44,38
rice,26.52872817,80.12267476,218.9163567,81,45,35
rice,26.46428311,83.85642678,248.2256491,78,40,38
rice,22.69657794,82.81088865,256.9964761,60,51,36
rice,22.68319059,83.46358271,194.2651719,88,46,42
rice,21.53346343,82.14004101,295.9248796,93,47,37
rice,21.40865769,83.3293191,287.5766935,60,55,45
rice,26.54348085,84.67353597,183.6222657,78,35,44
rice,23.35905428,83.59512273,188.413665,65,37,40
maize,22.61359953,63.69070564,87.75953857,71,54,16
maize,26.10018422,71.57476937,102.2662445,61,44,17
maize,23.55882094,71.59351368,66.71995467,80,43,16
maize,19.97215954,57.68272924,60.65171481,73,58,21
maize,18.47891261,62.69503871,65.43835393,61,38,20
maize,21.77689322,57.80840636,102.0861694,68,41,16
maize,25.6217169,66.50415474,105.4654703,93,41,17
maize,25.19192419,66.6902901,78.06639649,89,60,19
maize,20.41683147,62.5542482,65.27798457,76,44,17
maize,24.92162194,66.78627406,109.2162279,67,60,25
maize,23.31689124,73.4541537,94.29712821,70,44,19
maize,24.84016732,68.3584573,74.05474936,90,49,21
maize,22.27526694,58.84015925,63.87020584,62,52,16
maize,18.87751445,65.76816093,94.76189431,92,44,16
maize,25.19008683,60.2001687,72.12375573,66,54,21
maize,18.25405352,55.28220433,63.72358154,63,58,22
maize,24.6129118,70.4162444,104.1626147,70,47,17
maize,25.1420613,65.26185135,76.68456006,61,41,17
maize,23.09348056,60.1159381,65.49730729,66,53,19
maize,18.05033737,62.89366992,84.23613484,74,55,19
maize,24.9321581,73.80435276,79.74078719,77,57,21
maize,18.14710054,71.09445342,88.07753741,99,50,15
maize,18.28362235,66.65952796,80.97573281,74,56,22
maize,18.83344471,58.75082029,79.7532896,83,45,21
maize,25.71895816,67.22190688,74.51490791,100,48,16
maize,25.33797709,68.49835977,96.46380213,79,51,16
maize,23.89114571,57.48775781,102.8301942,94,39,18
maize,21.53574127,71.50905983,102.4852929,75,49,15
maize,23.08974909,63.10459626,70.43473609,78,48,22
maize,25.61707368,63.4711755,108.8303762,87,54,20
maize,21.44526922,63.1621551,65.88951188,87,35,25
maize,18.51816776,55.53128131,90.988051,63,43,19
maize,22.53510514,67.99257471,64.40866039,84,57,25
maize,23.02038334,61.89472002,63.03843397,64,35,23
maize,24.89364635,65.61418761,87.9298085,60,46,22
maize,25.77175115,74.089114,107.4931917,98,44,21
maize,19.39851734,62.35750641,60.95197486,75,56,18
maize,21.54156232,59.64024162,109.7515385,86,55,21
maize,23.79746068,74.82913698,91.76337172,98,35,18
maize,18.9802729,74.52600826,94.26249353,76,57,18
maize,24.10859207,73.13112261,71.07562236,99,56,17
maize,24.7947077,70.04556743,76.72860067,60,44,23
maize,21.63162756,60.27766379,69.21803098,74,48,17
maize,25.37548751,57.21025565,101.7004306,89,60,17
maize,22.21738222,72.85462807,106.6213157,69,51,23
maize,20.58314011,69.00128641,66.29390357,96,46,22
maize,24.87502824,68.74248334,91.26056654,61,60,15
maize,20.03728219,56.35606753,109.024141,74,58,18
maize,25.95263264,61.89082199,99.57981207,74,43,23
maize,19.28889933,65.47050802,71.3195307,63,43,17
maize,20.57981887,65.34583901,78.34604471,99,36,20
maize,24.71417533,56.73426469,88.45361858,77,36,23
maize,20.27317074,63.91281869,62.50351892,87,60,23
maize,18.41932981,64.23580251,76.41312437,60,38,17
maize,23.39128187,61.74427165,107.3198135,94,54,17
maize,19.84939404,61.24500053,100.7689246,95,38,22
maize,21.869274,61.91044947,107.2681929,84,44,21
maize,22.8056033,56.50768935,101.5952794,77,58,19
maize,19.0781471,69.02298571,80.72515943,66,44,20
maize,22.02720976,65.35549924,83.73280082,63,35,16
maize,23.80546189,59.24537979,89.9622014,79,45,20
maize,18.52510753,69.0276233,88.10234397,72,60,25
maize,23.50297882,61.32026065,64.77791424,67,51,24
maize,26.54986394,72.89187265,73.33636055,86,36,24
maize,19.29563411,69.63481219,83.21030571,76,48,18
maize,20.68899915,59.4375337,103.651438,75,53,18
maize,19.32666088,68.034493,84.22969177,81,45,23
maize,24.60532218,73.58868502,96.59195302,73,45,21
maize,22.27373646,59.52193158,67.96704792,71,35,24
maize,25.70196694,61.33450447,83.20711308,96,54,22
maize,19.20129357,68.30578978,87.85092352,99,39,18
maize,21.70181447,60.47470519,95.71388473,62,48,20
maize,20.51716779,59.21235483,67.61013737,86,37,16
maize,23.30355338,73.62548442,97.59081274,94,50,19
maize,24.2547451,55.64709899,64.23845455,76,39,24
maize,24.86374934,65.7420046,75.82270467,77,52,17
maize,22.6265115,65.77472881,88.17251033,74,39,23
maize,18.04185513,60.61494304,104.2321615,81,49,20
maize,23.26237612,72.33125523,67.10225139,63,42,21
maize,22.88330922,71.59722446,67.72777298,99,38,21
maize,25.97482359,69.36385721,103.2234212,90,52,25
maize,26.14384005,66.20569924,107.2361366,68,40,19
maize,18.66116213,61.55327249,75.03247667,60,57,24
maize,25.10787449,55.97732754,78.16077693,71,52,18
maize,23.33844615,59.24580604,105.0083144,61,59,17
maize,25.08239719,65.92195844,62.49190812,88,38,15
maize,25.36768364,72.52054555,107.9124111,65,60,22
maize,25.34217103,63.31801994,74.52082026,78,37,22
maize,25.00933355,67.816568,62.91359494,78,58,15
maize,18.66746724,71.516474,69.93293255,92,60,23
maize,20.37999665,63.73849998,108.5054416,79,59,17
maize,18.09300227,72.61024172,78.96159541,91,55,15
maize,26.16985907,71.96246617,79.84925393,76,51,18
maize,18.65396672,61.37879671,93.62039175,87,48,25
maize,26.07470121,59.37147589,85.75692395,71,60,22
maize,18.92851916,72.80086137,82.34162918,90,57,24
maize,23.30546753,63.24648023,108.7603001,67,35,22
maize,18.74826712,62.49878458,70.23401597,60,54,19
maize,19.74213321,59.66263104,65.50861389,83,58,23
maize,25.73044432,70.74739256,98.73771338,83,57,19
chickpea,17.02498456,16.98861173,88.55123143,40,72,77
chickpea,19.02061277,17.13159126,79.92698081,23,72,84
chickpea,17.88776475,15.40589717,68.54932919,39,58,85
chickpea,18.86805647,15.65809214,88.51048983,22,72,85
chickpea,18.36952567,19.56381041,79.26357665,36,67,77
chickpea,20.45078582,15.40312102,92.68373702,32,73,81
chickpea,20.6543203,16.60820843,74.6631118,58,70,84
chickpea,17.3348681,18.74926979,82.61734721,59,70,84
chickpea,18.17912258,18.90426935,81.84997529,42,62,75
chickpea,18.01272266,18.30968112,81.98568791,28,74,81
chickpea,20.99373558,19.33470387,93.55280105,58,66,79
chickpea,19.46233971,15.22538951,74.58565097,43,66,79
chickpea,19.81344531,14.69765308,78.96514709,58,63,81
chickpea,18.97424756,19.5161216,80.7108745,23,62,85
chickpea,18.19737048,14.71070537,70.18185181,27,62,77
chickpea,18.72963144,19.18197264,71.58010169,28,72,84
chickpea,20.99502153,19.8601304,73.50734019,50,56,76
chickpea,20.28155898,16.39535215,82.52339655,39,71,84
chickpea,17.48042641,15.7559405,66.96980581,25,78,76
chickpea,20.88818675,14.32313811,90.46228334,31,70,77
chickpea,17.08498521,16.14565756,71.31007253,26,80,83
chickpea,20.09340593,15.11279612,85.74904898,25,68,77
chickpea,17.57212145,14.99927489,89.31050665,31,78,76
chickpea,19.12065218,18.43475844,85.52950164,60,68,83
chickpea,18.57665902,19.22008229,72.94940441,59,62,83
chickpea,17.16606398,14.42457525,72.32667516,22,67,78
chickpea,18.2872007,16.67921616,74.87445574,36,65,80
chickpea,19.03025305,18.66725565,94.70992037,59,60,84
chickpea,17.1418614,17.0662427,83.74606679,54,77,85
chickpea,17.47809436,17.93253975,78.92060234,43,68,81
chickpea,20.56601874,14.25803981,83.75937135,28,76,82
chickpea,17.22385224,15.82069268,76.57580954,42,79,85
chickpea,19.69141713,19.44225438,91.76071648,32,60,83
chickpea,17.84851658,19.09172907,76.32470713,22,78,76
chickpea,18.8202251,16.1074793,89.73119396,31,79,75
chickpea,17.47500984,16.54314829,93.35034262,28,58,81
chickpea,18.72649425,17.58406365,81.20176515,57,58,77
chickpea,18.65580107,16.17772668,81.70769297,49,55,78
chickpea,18.2356751,19.68538502,83.74879344,46,76,77
chickpea,18.81198127,15.21618225,77.5429424,54,61,77
chickpea,18.65054116,17.80852431,77.92798682,38,60,76
chickpea,20.36720401,16.89574311,82.2545577,59,55,79
chickpea,18.38120357,16.63805158,70.52056697,36,76,75
chickpea,17.17012591,17.30457712,72.78624223,57,68,81
chickpea,19.37101121,15.77458129,85.24819851,35,66,81
chickpea,17.92845928,14.27327988,85.37378769,35,64,78
chickpea,19.45339934,18.23490739,75.6317566,52,60,79
chickpea,19.12829388,14.92241479,89.61857826,27,76,83
chickpea,19.1034283,17.26184541,75.49101167,57,60,84
chickpea,17.48504075,16.96070581,86.05078037,52,68,78
chickpea,19.40751744,18.98030507,80.25064637,43,79,79
chickpea,20.18649426,19.63719995,78.26039559,44,74,85
chickpea,17.30287885,15.15405941,75.57790384,24,55,78
chickpea,17.50361137,15.48083156,72.9446671,29,77,75
chickpea,18.17234999,14.70085967,90.7760707,20,60,78
chickpea,17.57445618,16.71826572,77.81891424,56,67,78
chickpea,20.93175255,18.91295403,78.06910795,37,66,85
chickpea,19.71098332,17.63879418,85.57925437,49,71,76
chickpea,19.07937684,17.86754927,69.40619137,59,69,80
chickpea,18.54988627,16.02542689,76.32565249,20,79,77
chickpea,18.19903647,17.41333199,80.6405403,24,56,85
chickpea,18.88852533,14.99451145,80.1113384,51,72,75
chickpea,18.49311205,14.72115044,91.94595352,57,73,85
chickpea,19.48974337,17.17260319,87.51312796,22,64,82
chickpea,17.25769499,18.74943955,94.00287214,52,73,79
chickpea,19.62416326,18.71483156,88.4585692,29,75,75
chickpea,20.67526473,19.85388984,84.78344008,44,59,78
chickpea,20.02381489,16.63294455,68.97806542,41,69,82
chickpea,20.1187446,14.44228303,88.68168643,52,56,85
chickpea,20.65691793,15.84572566,65.23811143,34,76,80
chickpea,19.2582557,14.2804191,65.78042032,42,74,83
chickpea,17.927806,15.85622899,74.63872762,34,71,79
chickpea,19.16288268,15.83500655,82.69766829,27,73,79
chickpea,20.26942271,19.96978871,69.64449182,30,70,79
chickpea,17.09104223,18.25142068,87.27444866,57,57,75
chickpea,17.06579293,17.54024066,70.87150577,27,79,82
chickpea,20.62767492,14.44008871,92.06630306,32,71,85
chickpea,20.8248451,17.85057083,79.20509212,31,76,82
chickpea,19.46210401,18.72831993,68.81405149,33,75,84
chickpea,17.18248372,16.42891834,72.85017344,47,80,77
chickpea,17.48911699,16.39055394,79.45758333,54,62,80
chickpea,17.48395377,14.76014523,65.11365631,47,79,78
chickpea,19.48316794,17.44534641,80.4986291,35,57,83
chickpea,19.71359733,18.09665739,73.64476535,53,73,77
chickpea,19.48649305,16.06240074,81.5284269,45,61,78
chickpea,19.95264829,14.82633099,88.6810311,37,78,79
chickpea,19.41789736,16.80472243,68.4951189,30,75,81
chickpea,19.45591848,18.02235902,78.44910564,37,55,82
chickpea,20.19137759,16.41998269,77.33795356,53,65,76
chickpea,18.8392908,14.74071856,94.78189594,22,60,85
chickpea,20.71219282,19.83643308,94.03659867,60,61,78
chickpea,18.99424448,15.9362937,78.69707199,42,67,77
chickpea,19.96837462,15.57324389,69.15759062,39,76,76
chickpea,17.81564548,17.60756635,90.82097601,35,63,76
chickpea,20.71424384,15.27824066,76.77888672,30,65,82
chickpea,17.34150229,18.75626255,67.9545435,57,56,78
chickpea,17.43732714,14.33847406,73.0926704,48,65,78
chickpea,18.89780215,19.76182946,69.09512477,36,56,83
chickpea,18.59190771,14.77959596,89.60982451,40,58,75
chickpea,18.31561493,15.36143547,81.78710463,49,69,82
kidneybeans,17.13692774,20.59541693,128.256862,13,60,25
kidneybeans,19.63474332,18.90705639,106.3598183,25,70,16
kidneybeans,22.91350245,21.33953114,109.225556,31,55,22
kidneybeans,16.43340342,24.24045875,140.3717815,40,64,16
kidneybeans,22.13974653,23.02251117,76.64128258,2,61,20
kidneybeans,17.84806561,18.77621951,143.0984171,26,65,22
kidneybeans,19.88394011,20.31564139,60.91974792,17,57,21
kidneybeans,19.32509638,23.3334788,104.7783947,26,80,18
kidneybeans,18.4167001,23.42829938,132.9801054,17,59,17
kidneybeans,21.81167649,23.20591245,130.0608093,27,59,22
kidneybeans,19.72702528,18.28173015,143.7630894,28,58,24
kidneybeans,17.15432954,19.87070659,87.99669731,25,57,19
kidneybeans,19.62207826,18.67170854,144.1567454,28,80,17
kidneybeans,21.63149148,21.17919701,134.3649948,25,60,22
kidneybeans,16.06522754,18.72479695,88.06638775,12,78,23
kidneybeans,20.61162204,24.36314135,69.63833855,6,77,25
kidneybeans,21.42451099,20.39659714,116.5206923,22,79,17
kidneybeans,19.07096165,21.21092266,86.21917578,27,80,15
kidneybeans,21.18853178,19.63438599,137.1948633,10,55,23
kidneybeans,23.0429097,22.42610972,108.3684316,23,65,20
kidneybeans,20.65375833,23.10538637,67.71768947,19,78,16
kidneybeans,18.09551014,18.29318436,144.7902323,19,65,25
kidneybeans,18.23775702,21.07643273,69.44951585,22,70,19
kidneybeans,17.48189735,18.8251973,121.9401369,37,64,22
kidneybeans,19.9191786,21.47324158,82.68554379,11,71,17
kidneybeans,20.27514686,23.2353604,139.7521543,18,79,20
kidneybeans,15.77370214,19.2303162,108.3441414,21,63,17
kidneybeans,16.71170642,19.17651433,96.77285817,24,80,22
kidneybeans,17.66148158,18.15302753,100.6711761,34,60,22
kidneybeans,18.50692825,23.61670065,87.0513289,16,75,21
kidneybeans,24.51324787,20.81527638,64.19497947,17,77,23
kidneybeans,18.87614998,24.54038287,105.4120514,37,72,18
kidneybeans,21.59343016,20.31871249,61.13872036,40,73,20
kidneybeans,20.12373284,24.45202552,106.158201,9,77,17
kidneybeans,15.43546065,18.37477907,139.0302034,1,62,23
kidneybeans,22.64236876,21.59396123,122.3886015,33,59,22
kidneybeans,21.98560799,24.87304788,129.5650601,23,59,19
kidneybeans,20.53052663,18.09224048,120.4509288,6,62,22
kidneybeans,15.78601387,21.14544088,95.17028129,25,63,20
kidneybeans,19.6365349,19.68751084,96.65888933,7,79,23
kidneybeans,20.57341244,19.7520218,87.87869161,8,72,17
kidneybeans,20.16080524,24.84207559,138.2362122,27,64,15
kidneybeans,21.53989176,24.25386207,120.6913038,28,66,23
kidneybeans,15.53834801,23.75560241,107.3850593,32,57,18
kidneybeans,19.91853092,20.70099804,108.6434544,27,56,22
kidneybeans,20.76952209,18.93146941,109.0193712,17,77,24
kidneybeans,23.46168338,23.22197648,95.84253438,0,65,15
kidneybeans,24.32116642,21.0278674,60.27552528,13,72,21
kidneybeans,20.12574053,24.96969858,100.0497183,34,60,23
kidneybeans,21.80619564,18.57086554,125.0972687,9,80,19
kidneybeans,19.52226241,24.92607153,113.334026,11,72,20
kidneybeans,17.00067625,19.90790546,103.2926407,3,67,24
kidneybeans,16.78791503,24.96881755,75.45328039,35,69,23
kidneybeans,24.84906168,22.89464642,62.21292186,3,77,25
kidneybeans,16.51783455,20.4555596,98.77794225,23,62,19
kidneybeans,18.15300153,19.38602098,107.6907964,22,71,17
kidneybeans,23.18864385,22.3104551,63.38208822,31,79,25
kidneybeans,23.38002569,21.98879437,87.66898664,34,59,18
kidneybeans,18.358923,19.37703396,138.414764,12,63,17
kidneybeans,19.25975367,20.51346956,94.9533526,27,56,20
kidneybeans,22.95458237,24.03553105,107.7315386,7,63,24
kidneybeans,20.120043,22.89845607,104.6252153,24,67,22
kidneybeans,21.14011423,22.7182355,141.6056722,11,71,24
kidneybeans,24.92360104,18.22590825,62.7089169,37,74,15
kidneybeans,15.33042636,24.91506728,135.3315583,25,76,24
kidneybeans,18.81097271,21.27833035,125.084915,34,66,17
kidneybeans,23.44260668,22.77255917,107.4137246,20,69,15
kidneybeans,22.8352024,18.97267518,63.59276673,37,65,16
kidneybeans,24.9035819,22.27512704,146.4727237,18,74,15
kidneybeans,23.78709569,24.35679348,119.6404412,4,67,25
kidneybeans,22.05592283,19.60379304,126.7265372,37,56,25
kidneybeans,18.87492997,20.18238348,134.1811718,5,59,15
kidneybeans,18.62328774,23.02410338,135.3378033,11,61,21
kidneybeans,23.00884744,18.86880997,100.118612,22,80,20
kidneybeans,19.33162606,24.13995025,68.51253427,12,61,19
kidneybeans,16.24469193,21.35793891,66.97053257,5,74,21
kidneybeans,17.91652287,24.90814655,69.14681022,27,69,22
kidneybeans,15.46789263,21.43780702,88.88796102,31,75,18
kidneybeans,17.06104474,23.77201471,81.83420522,36,68,20
kidneybeans,21.32776028,18.48522915,109.1013261,5,65,16
kidneybeans,23.90910104,20.74619325,81.60211243,32,79,15
kidneybeans,23.89756791,22.74378977,112.6616435,11,78,22
kidneybeans,22.98666928,20.57940608,143.8584938,0,55,22
kidneybeans,21.35135729,22.91244883,146.4548645,14,59,15
kidneybeans,24.1638445,19.27907819,116.7324324,29,68,23
kidneybeans,24.62835037,18.18325169,149.7441028,32,68,19
kidneybeans,21.02213209,24.93896255,124.6118471,17,64,17
kidneybeans,17.30844532,20.01730914,115.199245,13,69,19
kidneybeans,23.82576704,24.75485098,84.64143632,14,67,22
kidneybeans,19.30607278,23.96362799,129.3449326,9,69,20
kidneybeans,16.03768615,22.33195853,130.3900798,20,73,22
kidneybeans,19.18572809,20.83398341,80.15293435,40,78,20
kidneybeans,19.92889503,21.79992115,64.02640797,27,72,23
kidneybeans,19.56376468,24.67385131,139.2921004,14,67,15
kidneybeans,18.31357543,24.32991649,76.14153904,7,56,18
kidneybeans,20.10993761,23.22323766,73.36386477,27,65,18
kidneybeans,23.60506572,21.90539577,100.5978728,30,63,16
kidneybeans,19.73136909,24.89487354,84.06354115,37,70,25
kidneybeans,20.93409877,21.1893007,133.1914419,27,63,19
kidneybeans,18.78226261,20.24768314,104.2570723,22,60,24
pigeonpeas,36.51268371,57.92887167,122.6539694,3,72,24
pigeonpeas,36.89163721,62.73178224,163.7266551,40,59,23
pigeonpeas,29.23540524,59.38967583,103.3301803,33,73,23
pigeonpeas,27.33534897,43.35795962,142.3303677,27,57,24
pigeonpeas,21.0643684,55.46985938,184.6226709,10,79,18
pigeonpeas,30.33276599,42.35249879,149.299952,30,75,25
pigeonpeas,31.80130272,45.03186173,147.0361442,40,70,20
pigeonpeas,33.18184225,38.23184742,198.8298806,38,55,19
pigeonpeas,29.38538562,63.47742011,90.05422663,35,58,20
pigeonpeas,30.27374995,67.38680755,127.7767134,38,61,21
pigeonpeas,35.45790488,68.75810535,108.6333046,33,58,24
pigeonpeas,33.80020039,40.03262418,176.6165894,16,56,17
pigeonpeas,28.69180475,49.47225353,96.36222901,31,72,17
pigeonpeas,31.24021696,56.67369054,122.0146733,16,80,20
pigeonpeas,28.98039357,57.23265151,120.7435664,27,72,17
pigeonpeas,27.32198928,34.13737127,96.51524028,40,62,19
pigeonpeas,21.47607807,38.80023714,180.382234,18,58,16
pigeonpeas,18.31910448,34.69776639,107.4721605,3,68,16
pigeonpeas,36.97794384,37.73992903,161.4812963,26,67,24
pigeonpeas,24.80467592,40.1242747,121.5639121,16,70,20
pigeonpeas,19.3479443,55.96805489,194.5921148,24,63,19
pigeonpeas,28.88302142,50.12323801,179.2155874,9,76,25
pigeonpeas,19.54314136,47.19188279,192.4372194,16,55,19
pigeonpeas,24.7741949,50.54621094,114.2821387,28,75,21
pigeonpeas,18.33124824,38.40975482,139.6483317,16,71,24
pigeonpeas,19.14729038,45.3733757,132.7748215,24,70,21
pigeonpeas,28.23416057,49.4421345,186.5008581,38,72,21
pigeonpeas,30.11812084,34.13307843,157.0858232,9,66,21
pigeonpeas,33.4126864,35.42910045,139.6702541,34,56,17
pigeonpeas,24.18553163,46.68746847,177.3377996,1,76,19
pigeonpeas,26.88630675,41.69617915,94.46748008,6,69,19
pigeonpeas,31.33170829,57.97429171,161.7820226,26,73,21
pigeonpeas,33.30711818,67.07780816,108.5090168,27,61,18
pigeonpeas,23.45379018,46.48714759,150.8712202,27,71,23
pigeonpeas,34.53823889,39.04468913,168.5948318,36,61,21
pigeonpeas,19.50112224,34.51086611,197.3752649,17,73,18
pigeonpeas,28.76794904,37.57792132,91.72084869,26,72,22
pigeonpeas,30.97758716,32.24914235,180.716828,17,64,16
pigeonpeas,18.39759147,36.82639309,93.12330644,14,74,19
pigeonpeas,35.09357419,30.98685456,116.9106908,39,60,15
pigeonpeas,34.93174223,30.40046769,159.2649827,6,66,15
pigeonpeas,29.50523036,35.72032498,187.8961851,8,59,18
pigeonpeas,34.51934775,47.52980027,129.0064612,2,67,18
pigeonpeas,28.43430726,52.10010827,147.0414824,1,76,17
pigeonpeas,18.41645629,34.80541039,163.2747473,16,73,19
pigeonpeas,31.07508973,47.19847683,91.31256412,23,75,25
pigeonpeas,20.89342749,46.24856523,195.5697875,32,70,20
pigeonpeas,30.90607799,52.79913039,170.9919828,28,59,22
pigeonpeas,27.9348279,66.45457122,145.3728801,5,62,23
pigeonpeas,35.95176642,36.52780776,136.0456753,36,67,25
pigeonpeas,19.54317155,56.92831399,173.1686574,1,66,23
pigeonpeas,19.63736208,32.31528909,176.4134092,24,73,20
pigeonpeas,31.2192752,56.46868874,129.2028653,17,67,18
pigeonpeas,33.50876355,45.70976142,126.6738117,5,55,18
pigeonpeas,24.80710166,45.01110015,188.4928637,5,56,24
pigeonpeas,36.20970524,31.94550613,191.0658531,37,77,17
pigeonpeas,30.50420876,35.48885969,162.5927723,13,73,20
pigeonpeas,26.01630259,49.94704718,160.3337447,6,63,23
pigeonpeas,31.48469278,35.6395615,100.546816,16,77,22
pigeonpeas,33.15122581,32.45974539,105.0380275,25,64,20
pigeonpeas,23.50222822,51.29019509,192.3023991,34,75,24
pigeonpeas,34.87248659,38.83786012,148.2502786,20,77,23
pigeonpeas,28.09269012,44.93322042,197.1144011,35,80,25
pigeonpeas,24.54757829,57.3414485,118.3606557,14,75,24
pigeonpeas,33.64769646,48.41490082,100.4673278,36,80,21
pigeonpeas,20.5591255,60.54880693,191.0895109,7,77,18
pigeonpeas,19.95991719,59.33157782,195.787103,29,78,25
pigeonpeas,28.87667593,62.4901206,182.2688175,30,60,21
pigeonpeas,36.04353699,43.61444121,159.8938645,20,74,16
pigeonpeas,23.6734328,47.2879691,141.1250722,19,57,23
pigeonpeas,25.74679443,40.7192594,100.7791633,3,60,19
pigeonpeas,31.08564994,66.68832981,175.9303271,5,77,19
pigeonpeas,18.72987676,61.33186249,139.8710041,5,68,20
pigeonpeas,29.50304807,63.46513414,189.5208915,37,73,21
pigeonpeas,20.43517772,39.37252634,137.2279662,9,59,24
pigeonpeas,36.00415838,56.01334416,134.8596466,20,72,15
pigeonpeas,31.46846241,35.39454002,174.5723999,31,56,23
pigeonpeas,36.30049702,56.03021253,101.6073988,0,70,21
pigeonpeas,29.49096726,67.10604388,153.2504506,21,74,15
